-1.141609528865493717e+00 -1.915162590057366776e+00 7.237844025467621289e-01 1.535720183356968681e-03
-1.237017818021399540e+00 -1.889998951515060588e+00 7.334050563056633276e-01 2.901205337456128595e-03
-1.572292715023814624e+00 -1.905576442041250207e+00 6.965592159331800426e-01 2.272758505557705491e-02
-9.008456643811546538e-01 -1.531117535161691245e+00 6.845982008643328731e-01 6.446065287200197606e-03
-8.500011215707973244e-01 -1.950811077992300913e+00 5.863678508252083699e-01 5.560738800008202011e-03
-1.577377169304850391e+00 -1.773467339694141609e+00 5.820266298228526924e-01 6.160018364755885829e-03
-1.543879588159203120e+00 -1.744109761394784464e+00 5.934090331213904834e-01 1.671044183844909090e-02
-1.496923157446108377e+00 -1.870227521231819789e+00 5.981407961201518075e-01 1.700982577500060808e-02
-1.774474544081470873e+00 -2.050566930785015174e+00 6.106186777502669027e-01 1.657975972572115625e-02
-1.691328762309239231e+00 -2.087114120096460468e+00 6.471809342629831763e-01 2.152914369943128084e-02
-1.318070000972028089e+00 -2.180279496128094685e+00 6.736335679268773413e-01 2.947123866392734742e-02
-1.375793511339080677e+00 -2.121863906654883447e+00 6.695331745386616795e-01 2.872792704470249203e-02
-1.580068939218339796e+00 -1.729730539370609277e+00 6.315096342091466308e-01 3.247006361331940261e-02
-1.337809647004284397e+00 -1.347482887227955395e+00 6.094577616390888242e-01 3.225978568964282117e-02
-1.236718732475456273e+00 -1.584440483501340369e+00 5.131765884519974286e-01 1.389390630096560544e-03
-1.216081829805369940e+00 -2.221619759447597708e+00 5.500394781569861724e-01 6.179942552272645918e-03
-1.094354012606455706e+00 -1.689288977427616745e+00 5.121546245204668946e-01 1.934339566984158779e-02
-1.415571888949536561e+00 -2.206940970297919247e+00 4.143457817445456159e-01 5.212227304118065632e-03
-1.620744573466625926e+00 -2.282431885924838255e+00 4.076987923345524734e-01 1.645387865743588862e-02
-1.789727906924577949e+00 -1.850156523823075272e+00 4.681675184487331109e-01 1.178388572248647778e-02
-1.024667080401671981e+00 -2.250977337746955520e+00 5.022614657665949167e-01 2.943184125710379684e-02
-1.519952744483740847e+00 -1.853751329329119235e+00 4.995067400634303212e-01 2.619024531076996967e-02
-1.692525104493012522e+00 -1.507751299372406706e+00 4.761874774125670062e-01 2.916671442747200901e-02
-1.497820414083938401e+00 -2.272546170783217967e+00 5.540084873567796553e-01 1.781380030247158366e-02
-1.184976933027269030e+00 -1.821098512649221624e+00 5.655290084600957945e-01 1.268749450748550035e-02
-1.729312626644035733e+00 -1.623983344067821744e+00 5.682882462810899815e-01 2.370542696618055736e-02
-1.040518614336665593e+00 -2.006530563335979345e+00 5.243136036489548513e-01 2.869518737060186217e-02
-1.610276579358611126e+00 -1.807318424876053875e+00 6.128641933967005073e-01 3.864323269285886014e-02
-1.066539056833730736e+00 -1.937030990219133164e+00 5.969889254016481628e-01 3.326636446416675330e-02
-1.026461593677331585e+00 -1.340293276215867913e+00 6.129116141603999646e-01 4.418883439765933924e-02
-1.269618142529217009e+00 -2.413043152644428258e+00 6.209522361110096922e-01 4.695596740125333041e-02
-8.930694401866292598e-01 -2.226712400581159823e+00 6.028111661832840085e-01 4.946379771174227308e-02
-1.208006520064901501e+00 -2.233003310216736370e+00 5.835632338940207609e-01 5.379556730191147745e-02
-1.371905399241817980e+00 -2.031694201878285533e+00 5.064847155291040126e-01 3.659207020719639630e-02
-1.371606313695874935e+00 -1.284274223746685983e+00 5.240028405092059804e-01 4.649673700704242546e-02
-9.971512101748902790e-01 -1.857945269086169970e+00 5.382239385286959887e-01 4.762962958472791858e-02
-1.559132951002310419e+00 -1.675508889654448996e+00 4.861868251436605726e-01 4.885924262592547529e-02
-9.478020950942492862e-01 -2.124859577909919750e+00 4.980143441535494486e-01 5.327189896136273056e-02
-1.313882803328822124e+00 -1.996045713943351396e+00 5.696610763480224326e-01 7.750506381383331922e-02
-1.074614366574199398e+00 -1.616194598804727045e+00 5.818819811530223651e-01 7.854005364103744391e-02
-1.435610620527736359e+00 -2.132648323173014671e+00 5.176448609801814760e-01 7.360352957134561058e-02
-1.676374485012075644e+00 -1.818102841394185321e+00 5.398695805263852288e-01 7.460322254765969219e-02
-8.179989681548663905e-01 -2.005931429084971906e+00 5.269051360351844071e-01 7.066428659842427518e-02
-8.718343664246566149e-01 -1.555682039452990217e+00 5.237542959973016110e-01 7.933556915739256588e-02
-1.499914012905541494e+00 -1.746805865524317047e+00 5.629311260850056176e-01 8.921602179089103968e-02
-1.273207169080536216e+00 -1.285172925123196919e+00 5.563900254260674139e-01 8.764978943330356542e-02
-1.679963511563394851e+00 -1.457723589413297605e+00 3.390549349929413703e-01 7.310931671130421750e-03
-1.252570266410449884e+00 -1.425070772733399993e+00 3.514673137691724514e-01 4.482848699222722038e-04
-1.456845694289709225e+00 -1.819900244147207191e+00 2.904334073137553873e-01 5.480116285889094670e-03
-1.567208260742779080e+00 -2.191363479771729406e+00 2.776856487620036895e-01 5.735207623248741657e-03
-9.854868738831024100e-01 -1.502958225364348310e+00 2.386469043331143902e-01 2.386633882583060005e-03
-1.507690237100066666e+00 -1.728532270868594622e+00 2.143710162596174085e-01 4.056032985029867782e-03
-8.580764313112657637e-01 -1.413088087713254115e+00 2.169762928797961399e-01 0.000000000000000000e+00
-1.027657935861104654e+00 -2.258766083010050441e+00 3.033412458345552953e-01 1.755454178032350709e-02
-1.220269027448575905e+00 -1.940625795725176905e+00 3.051399038979511480e-01 3.286756246845688734e-02
-1.350969411025788380e+00 -2.259065650135553938e+00 2.649376827522457178e-01 2.839788131032568164e-02
-1.147890325330302552e+00 -2.322274313616823349e+00 2.568338827893495435e-01 2.569531546456821011e-02
-1.658728437801421984e+00 -2.043976454023935130e+00 2.608808336551364238e-01 3.415539550808283781e-02
-1.395832242917280253e+00 -1.749801536779353572e+00 2.641078824444696993e-01 2.489702765618262079e-02
-1.376391682430967434e+00 -2.394469990863202113e+00 1.276627761740823097e-01 7.142592418978990082e-03
-1.652746726882556416e+00 -1.791141800098857040e+00 1.662405626574028628e-01 1.473231958012381944e-02
-1.764305635519399340e+00 -1.865734014349265113e+00 1.483400815755143709e-01 1.505361551293771250e-02
-9.950576113532872968e-01 -1.692284648682653492e+00 1.595796814588991697e-01 8.050325500903319359e-03
-1.598014071974936501e+00 -1.654838757994697485e+00 9.354905474908856156e-02 4.171343347225484575e-03
-1.328238909534099399e+00 -2.074831867950810871e+00 1.058124568496128376e-01 3.455103176540713639e-03
-7.946702955712907634e-01 -2.227611101957670758e+00 6.155397392555641417e-02 4.593683933944560892e-03
-1.598014071974936501e+00 -2.064646585683686641e+00 7.235582037552852619e-02 1.453484338205078552e-02
-1.075511623212029200e+00 -1.514940910384494188e+00 8.081242721662734718e-02 2.091738795438485149e-02
-7.943712100253474961e-01 -1.492473375971720584e+00 6.843000124510255355e-02 2.300754777467688833e-02
-1.533710679597131810e+00 -2.065245719934694080e+00 9.960360312077139178e-02 1.632595233778264335e-02
-1.394336815187563916e+00 -2.225813699204648888e+00 8.461124561674716882e-02 3.224446908460153888e-02
-1.420058172138686015e+00 -1.670715815646390601e+00 2.062338716371492353e-01 1.389652085313815115e-02
-1.348277641112299197e+00 -1.599718406902026491e+00 1.938378330834250041e-01 1.215862884298144452e-02
-1.445181357997921356e+00 -1.487081167712654972e+00 1.938726995728499714e-01 2.150470197886507340e-02
-1.237017818021399540e+00 -1.827688989410301890e+00 2.239694257337221106e-01 1.798605536170891708e-02
-1.283675163188551016e+00 -1.542201518805326188e+00 2.194389404934135035e-01 2.212629556846865825e-02
-1.671290030731039877e+00 -1.460120126417326691e+00 2.344825561433209749e-01 2.916405707972497333e-02
-1.572890886115701381e+00 -2.090109791351496771e+00 2.290720108468956573e-01 2.334250101678054037e-02
-1.746958673854688948e+00 -1.738717553135718630e+00 2.086468183724458636e-01 4.110450024269209773e-02
-1.375494425793137410e+00 -2.282431885924838255e+00 2.163918134101369406e-01 5.132094645853445269e-02
-1.164639115903126187e+00 -1.990953072809789726e+00 2.230677046991361989e-01 5.574595066111342340e-02
-1.470902714949043233e+00 -1.872024923984841660e+00 2.552855201809311469e-01 5.522759584227305424e-02
-1.679365340471508317e+00 -1.539205847550289663e+00 1.785348180177938060e-01 5.675593182640481515e-02
-1.824122744708055244e+00 -1.789643964471338666e+00 1.807095343685128919e-01 5.426776979519826877e-02
-1.214586402075653604e+00 -2.272246603657714470e+00 1.451202472129191068e-01 5.314216811402306534e-02
-1.395832242917280253e+00 -1.925647439449994502e+00 1.541055147744899434e-01 5.554032170141938451e-02
-1.479277110235454940e+00 -1.792040501475367975e+00 2.001112068883146855e-01 6.062732963735046471e-02
